battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
854,1,1.8,0,8,1,9,0.9,197,7,20,911,803,3860,16,3,7,0,0,1,3
1955,0,1.8,1,9,0,46,0.6,104,1,2,713,1582,1905,13,6,14,1,1,0,2
857,0,2.1,1,6,0,18,0.2,190,2,19,1114,944,2329,18,7,7,0,0,0,1
1971,0,0.5,1,10,0,13,0.8,151,7,3,1333,1792,2848,6,9,8,1,0,0,3
533,0,2.5,0,7,1,14,0.3,83,6,13,1790,694,611,7,17,10,0,0,1,0
1800,1,1.0,0,14,1,15,0.2,102,7,3,188,1215,3543,11,17,7,1,1,1,3
800,0,1.6,1,3,1,28,0.5,134,6,0,1794,1627,1398,5,9,20,1,1,1,1
1633,1,2.7,1,1,0,29,0.7,188,5,19,1365,577,2810,18,11,15,1,0,1,3
1134,0,1.1,0,11,0,38,0.5,159,5,9,895,1813,2636,13,10,11,1,1,1,2
535,0,0.8,0,3,0,24,0.7,137,7,2,882,1253,1874,13,1,20,0,0,0,0
1484,1,3.0,1,18,1,38,0.1,87,7,12,1274,1575,1358,6,12,12,0,1,0,2
1599,1,0.6,1,9,1,63,0.4,192,1,9,1632,1733,1828,17,12,12,0,0,1,2
1918,0,2.6,0,19,1,10,0.8,107,2,8,83,854,1248,17,12,20,0,0,0,0
1625,0,1.0,0,7,0,51,1.0,149,8,1,315,1230,1493,16,4,20,0,1,1,1
1140,0,1.2,1,18,0,61,0.6,151,5,8,1930,1173,3200,10,4,11,1,0,1,3
1497,0,2.8,1,12,1,24,0.5,191,1,1,371,679,949,18,10,14,0,1,1,0
784,0,0.8,1,18,0,13,0.7,179,4,12,255,1418,301,5,4,13,0,0,0,0
1393,0,1.3,0,11,0,64,0.5,81,1,5,555,1465,2620,17,7,19,0,0,0,2
1515,1,1.5,0,12,0,50,0.4,107,1,18,398,948,1960,19,1,15,0,0,0,2
1578,0,0.7,0,0,1,14,0.3,120,1,4,1031,1131,3544,6,7,19,1,0,1,2
635,1,1.9,1,18,1,2,0.4,123,4,13,1744,1018,2824,10,17,4,0,0,0,2
1177,0,1.8,0,13,0,57,0.6,183,6,10,821,1361,2116,10,12,7,0,0,0,2
638,1,1.0,0,19,0,59,0.2,109,4,7,1151,1140,2163,6,2,10,1,0,1,1
1262,1,1.7,0,8,1,59,0.3,156,7,0,1677,1043,3867,18,1,19,0,0,0,3
738,0,0.6,1,8,1,55,0.3,88,7,13,561,539,3125,11,3,4,0,1,0,2
1978,0,0.7,1,1,0,43,0.5,199,2,9,1056,753,3982,7,11,13,1,1,1,3
1433,1,1.1,0,19,0,46,0.8,107,8,0,1542,1209,3703,16,15,7,0,0,0,3
1004,0,2.1,0,7,1,19,0.7,159,2,5,1652,695,1121,5,17,9,0,0,0,0
718,1,2.6,1,5,0,30,0.4,166,7,11,185,632,2239,6,8,11,1,1,1,1
883,0,1.0,1,15,0,59,0.3,87,3,7,1077,624,3827,18,9,19,0,0,1,3
638,1,1.4,1,19,0,58,0.5,92,2,9,238,757,821,7,8,4,0,0,0,0
1322,0,0.6,0,15,0,43,0.6,165,4,2,195,1749,1788,5,8,12,1,1,1,1
1149,1,1.1,1,4,1,62,0.2,178,1,17,1062,928,1413,17,1,7,1,0,1,1
862,1,2.8,0,9,0,28,0.4,179,3,8,516,1082,3397,6,15,20,0,0,1,2
631,1,1.9,0,0,0,35,0.8,139,6,16,373,674,375,11,17,20,0,1,1,0
901,0,1.6,0,5,1,18,0.9,175,7,3,1743,1478,3191,11,13,2,1,0,1,3
550,0,1.8,0,5,0,45,0.6,170,7,13,484,1945,2130,18,1,3,0,0,1,1
1241,1,1.3,1,14,0,20,0.8,161,7,14,70,638,1587,12,13,20,0,1,0,1
1631,1,1.0,1,17,1,25,0.8,129,1,6,1439,529,603,10,5,15,1,1,1,0
727,0,1.0,0,18,1,15,0.8,151,5,15,1464,1097,1556,14,15,16,0,0,1,0
1504,1,2.4,0,9,1,29,0.6,159,2,3,1829,928,2859,17,15,3,0,0,0,2
693,1,1.4,0,13,1,29,0.2,182,6,17,285,1610,396,7,11,5,0,0,0,0
877,1,0.9,0,7,0,33,0.2,186,5,8,1650,1224,2580,8,14,3,0,0,1,2
1784,0,0.9,0,7,0,64,0.6,196,7,18,665,1902,2197,18,9,11,0,0,0,3
1264,0,1.2,0,5,0,52,0.6,197,2,1,780,1876,1179,15,8,8,1,1,1,0
1918,1,2.0,0,8,0,11,0.4,168,5,12,1779,1824,2617,11,1,9,1,1,0,3
1239,1,2.6,0,13,0,32,0.6,194,1,12,1526,808,672,19,16,4,1,1,0,0
1369,0,1.1,1,3,1,40,0.5,125,2,15,54,957,3834,6,3,18,0,0,1,3
1075,0,0.8,0,13,0,38,0.8,108,1,13,897,1012,2082,16,1,18,0,0,1,1
797,1,0.9,1,17,0,64,0.5,168,8,4,1500,1763,2248,16,16,6,1,0,0,2
1715,1,1.1,0,17,0,35,0.5,128,3,15,717,1347,1003,15,3,15,0,0,1,1
1205,0,2.9,1,5,0,14,0.3,83,7,6,595,1729,2128,19,17,20,1,0,0,1
1077,1,2.9,1,14,1,43,0.9,184,1,1,1635,1346,1580,6,9,13,1,1,0,1
1867,1,1.6,0,17,0,22,0.7,157,2,12,1878,1270,686,16,14,9,1,0,0,1
1876,0,1.8,1,3,1,17,0.5,195,1,18,1633,1313,1234,14,0,14,1,0,0,1
1793,0,2.0,1,0,1,15,0.8,154,2,10,1950,1429,3400,19,10,16,0,0,1,3
1388,0,1.2,0,0,0,24,0.3,133,3,12,1500,736,1440,16,4,18,1,0,0,1
1259,1,1.3,0,12,0,6,0.4,179,6,3,1148,639,1986,18,16,2,1,0,1,1
1267,0,2.2,1,3,0,52,0.2,177,4,10,1785,1860,3283,7,7,2,0,0,0,3
1586,0,0.6,0,2,0,9,0.9,191,8,20,1367,718,662,8,0,4,1,0,1,0
1914,0,2.2,0,6,1,11,0.7,187,1,17,109,726,1764,18,12,3,0,0,1,1
813,0,0.6,0,10,0,13,1.0,85,5,1,627,1198,1348,13,11,19,1,0,0,0
1685,0,2.7,1,6,1,15,0.3,118,2,7,372,1709,2408,11,14,14,0,1,0,2
1896,0,2.7,0,12,1,62,0.3,120,2,18,961,1666,3398,8,7,10,0,1,0,3
890,1,1.2,1,2,1,35,0.9,87,8,0,834,1485,2499,18,8,15,1,0,1,2
1288,0,2.7,1,7,1,7,0.6,85,1,5,977,1492,2866,5,15,18,1,0,0,2
1718,1,0.9,0,19,0,63,0.7,81,2,0,1270,1473,1045,17,10,8,0,1,0,1
1163,0,2.9,1,10,1,3,0.3,189,5,2,1061,648,3920,11,3,17,0,1,1,3
1644,1,2.2,1,14,0,46,0.5,134,4,16,1278,529,3493,9,1,12,0,0,0,3
840,0,1.7,0,11,1,10,0.8,88,7,14,1690,1304,1657,6,3,18,0,0,0,1
807,1,1.3,1,0,0,6,0.8,154,1,16,492,697,2225,14,7,8,1,0,0,0
630,1,1.4,1,11,1,11,0.2,193,1,15,1754,660,1869,9,3,17,1,0,1,0
888,1,0.9,0,12,1,2,0.3,195,4,17,1778,1725,2263,13,6,14,0,1,0,2
1638,0,1.9,1,9,0,48,0.3,125,4,3,1150,1917,3904,11,15,15,0,1,0,3
1510,1,2.7,0,6,1,57,0.9,138,7,13,23,1367,1864,15,9,6,1,1,0,2
546,1,1.3,0,6,1,26,1.0,151,2,3,1601,1596,1252,19,8,5,0,1,1,0
1607,1,1.0,1,18,1,34,0.5,112,7,14,1053,1613,2651,9,1,2,0,0,0,3
1907,1,2.2,0,16,0,49,0.6,151,5,12,1012,1297,3585,15,17,8,0,0,1,3
817,0,2.3,0,11,1,17,0.8,190,7,15,424,636,2196,6,9,19,0,0,1,1
1557,0,1.3,0,0,1,43,0.9,110,8,15,1442,548,3093,13,0,4,0,1,1,3
1320,1,1.4,1,5,1,28,0.1,191,2,7,1478,642,544,7,1,7,1,1,0,0
1157,0,0.8,1,15,1,35,0.1,122,8,2,517,1960,2433,13,16,6,0,1,0,2
1418,1,2.0,1,18,0,22,0.2,143,3,12,804,1421,848,15,7,6,1,0,1,0
728,0,1.7,0,11,1,44,0.7,124,3,7,123,1517,1138,13,9,15,0,1,0,0
1574,1,0.9,1,17,1,4,0.7,195,6,14,1397,618,1356,10,6,9,1,0,1,0
1426,0,1.7,0,3,1,31,0.5,136,6,20,1510,1760,293,13,5,5,0,0,0,1
791,0,1.2,0,14,1,23,0.8,118,8,19,1217,1297,447,9,10,12,0,0,1,0
983,0,2.9,1,16,1,2,0.8,170,6,1,1210,1173,2007,17,6,7,1,1,1,1
1241,0,2.6,1,7,0,59,0.3,112,7,19,1662,518,3744,10,3,17,0,0,0,3
904,0,2.3,1,12,0,9,0.3,105,2,5,492,636,1185,9,11,15,1,0,1,0
1710,1,1.1,1,2,1,61,0.3,115,3,10,772,1319,2587,5,6,16,1,0,1,3
1025,1,1.7,0,7,1,47,0.3,108,5,15,783,826,3330,17,9,2,0,1,0,3
1187,1,1.3,1,9,0,50,0.5,131,5,16,635,631,1777,18,10,15,0,1,1,1
1697,0,1.4,1,17,0,48,0.6,122,4,11,346,1929,1448,5,6,9,1,1,0,1
1363,0,1.7,1,4,0,15,0.9,191,5,2,1767,1093,1358,9,6,19,0,1,0,1
1795,1,2.2,0,4,1,39,0.9,128,1,19,566,1086,649,10,13,13,1,0,0,0
1468,1,1.3,1,6,0,35,0.4,155,6,13,627,545,1483,19,5,20,0,0,0,1
1999,0,2.5,0,13,0,22,0.8,180,4,17,32,627,3468,14,5,10,1,1,1,3
1715,0,1.9,1,9,1,12,0.4,166,4,19,496,1914,3577,5,14,9,0,0,1,3
1757,1,1.8,0,7,1,10,0.7,147,1,17,123,1103,3206,9,3,16,0,1,0,2
1172,1,0.5,0,6,0,13,0.3,91,5,11,1774,1157,788,17,1,9,1,0,1,0
721,0,2.4,1,5,1,38,1.0,183,6,0,1350,1396,2624,12,5,13,0,1,1,2
728,0,1.2,0,0,0,62,0.9,118,6,10,1868,585,2242,15,3,9,1,1,1,2
808,0,0.9,0,11,0,47,1.0,106,4,8,280,682,834,15,12,16,0,0,0,0
598,0,0.8,0,7,0,15,1.0,113,1,7,885,1531,1966,17,4,2,0,1,0,0
663,1,1.2,0,16,0,26,0.3,197,6,15,843,1572,3683,5,3,14,1,0,0,3
517,0,2.4,1,2,1,61,0.1,103,2,17,623,1460,1708,12,0,8,1,1,0,1
1053,0,2.9,0,2,0,63,0.4,97,3,7,697,1216,1008,11,14,2,1,0,0,1
1278,0,3.0,1,9,0,30,0.9,169,1,8,1824,532,1355,13,4,19,1,1,0,1
615,1,1.6,1,8,1,15,0.4,187,4,2,459,1923,1476,5,11,8,0,0,1,0
1003,1,2.8,0,7,0,44,0.2,185,4,20,1893,1567,2111,7,4,12,0,0,0,3
929,0,2.0,1,13,0,61,0.8,178,5,14,1818,1578,392,18,13,18,0,1,1,1
1077,1,1.5,0,15,0,8,0.1,84,1,7,194,1928,1840,13,11,14,1,0,1,0
1020,0,1.4,0,7,1,64,0.6,128,5,1,50,1381,2477,18,9,9,1,0,0,2
1556,1,1.9,0,16,0,17,0.9,102,8,20,1278,1873,2918,5,12,9,0,0,1,3
940,0,1.2,0,7,1,50,0.2,88,1,1,1609,1513,551,18,6,4,1,0,0,0
1160,1,0.8,1,8,0,31,0.8,105,3,8,110,626,902,15,16,19,0,0,0,0
1426,1,2.3,0,13,1,31,0.4,181,7,4,1741,1560,1689,5,14,10,0,1,0,2
1382,1,1.1,1,12,0,49,0.2,154,3,7,1619,831,3163,5,12,20,0,1,0,3
1875,0,1.4,1,16,0,26,0.8,117,2,20,388,1985,280,10,17,19,0,1,0,0
1462,1,2.8,1,13,1,21,0.9,145,8,11,324,1220,3754,7,15,2,1,1,1,3
1854,1,2.8,0,10,1,58,0.2,92,1,19,425,1447,2798,8,11,5,1,1,1,3
978,0,1.6,1,17,1,29,0.3,157,4,1,491,1802,2855,9,7,15,1,1,1,2
1726,0,2.7,1,14,1,60,0.8,144,1,12,1934,1984,2527,12,10,17,0,0,0,3
1201,0,1.6,0,1,1,42,0.9,197,1,2,1834,605,3706,17,2,7,1,1,0,3
1273,1,1.3,0,14,0,20,0.6,95,4,9,191,1005,2636,15,9,13,1,1,0,1
1564,1,1.0,0,0,0,2,0.9,181,6,14,866,730,1149,6,10,13,0,1,0,0
1086,1,0.7,0,4,1,32,0.3,150,5,12,779,1145,2860,14,0,20,0,1,0,2
1746,1,2.1,1,13,0,38,0.4,122,5,5,155,748,474,8,3,18,1,1,1,0
1131,1,0.8,0,1,1,2,0.4,114,2,14,1107,1163,3598,18,2,5,0,0,1,2
697,0,0.8,0,19,0,6,0.8,181,2,19,1370,919,2825,9,12,8,0,0,0,1
971,0,0.6,1,4,1,40,0.9,172,7,1,284,768,3313,9,3,9,0,1,0,2
812,0,0.5,1,17,1,46,0.6,107,1,7,328,669,290,6,3,13,0,1,0,0
1452,0,2.9,1,0,0,3,0.7,163,5,9,213,1579,2280,11,12,15,1,1,1,1
505,0,1.9,0,4,0,40,0.8,108,6,11,807,575,1457,5,3,17,1,0,1,0
1284,1,0.8,0,7,0,47,0.1,171,1,14,1511,1575,2863,5,13,11,0,1,0,3
1007,1,0.5,0,3,1,13,0.5,128,1,17,96,719,2726,5,5,8,0,1,0,1
1299,1,1.3,1,11,0,4,0.5,134,3,14,167,642,921,6,0,5,0,1,0,0
1003,1,3.0,0,2,1,29,0.7,106,4,11,1836,641,336,9,10,8,1,1,1,0
1651,1,1.7,0,16,1,3,0.7,133,6,0,85,1748,339,6,9,4,0,1,0,0
795,1,2.5,0,18,0,33,0.3,120,5,4,1891,764,3251,9,11,7,1,1,1,3
516,1,0.6,1,19,0,54,0.3,166,5,4,812,1396,754,17,17,8,1,1,1,0
1550,0,1.0,1,1,1,6,0.4,114,8,14,1768,1324,1805,11,4,10,1,0,1,2
1397,0,1.3,0,17,1,17,0.4,197,8,2,962,1266,3142,15,7,6,0,0,0,2
864,1,0.9,1,16,1,8,0.3,155,2,8,798,1759,3451,14,4,19,1,1,1,2
